relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmid	resource
GNBR::C::Compound:Disease	ME/CFS	Disease	MONDO:0005404	plasmalogen	Compound	MESH:D010955	Along with the promising outcomes of plasmalogen replacement therapy (PRT) for various neurodegenerative/neuropsychiatric disorders, we sought to propose PRT as a simple, effective, and safe strategy for the potential relief of the debilitating symptoms associated with ME/CFS and post-COVID-19 syndrome.	37423295	CustomDB
GNBR::C::Compound:Disease	post-COVID-19	Disease	MONDO:0100233	plasmalogen	Compound	MESH:C022403	Along with the promising outcomes of plasmalogen replacement therapy (PRT) for various neurodegenerative/neuropsychiatric disorders, we sought to propose PRT as a simple, effective, and safe strategy for the potential relief of the debilitating symptoms associated with ME/CFS and post-COVID-19 syndrome.	37423295	CustomDB
GNBR::Md::Gene:Disease	CXCL9 (MIG)	Gene	ENTREZ:4283	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	Only CXCL9 (MIG) inversely correlated with fatigue duration.	28760971	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	kynurenine pathway	Pathway	KEGG:hsa00380	ME/CFS	Disease	MONDO:0005404	In addition, this pathway has been shown to mediate immune response and neuroinflammation through its metabolites. This review, we will discuss the pathology and management of ME/CFS and provide evidence pertaining KP abnormalities and symptoms that are classic characteristics of ME/CFS.	35821534	CustomDB
GNBR::Md::Gene:Disease	CD40L	Gene	ENTREZ:959	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1. In conclusion, cytokine profiling following exercise may help differentiate patients with ME/CFS from sedentary controls.	29426834	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	changes in cytokine profiles	BiologicalProcess	GO:0000910	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	Immune dysregulation in ME/CFS has been frequently described including changes in cytokine profiles and immunoglobulin levels, T- and B-cell phenotype and a decrease of natural killer cell cytotoxicity.	29635081	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	T- and B-cell phenotype	BiologicalProcess	GO:0036166	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	Immune dysregulation in ME/CFS has been frequently described including changes in cytokine profiles and immunoglobulin levels, T- and B-cell phenotype and a decrease of natural killer cell cytotoxicity.	29635081	CustomDB
GNBR::Md::Gene:Disease	platelet activator inhibitor	Gene	ENTREZ:5054	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1. In conclusion, cytokine profiling following exercise may help differentiate patients with ME/CFS from sedentary controls.	29426834	CustomDB
GNBR::Md::Gene:Disease	CXCL1	Gene	ENTREZ:2919	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1. In conclusion, cytokine profiling following exercise may help differentiate patients with ME/CFS from sedentary controls.	29426834	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	Tryptophan catabolism	Pathway	REACT:R-HSA-71240	chronic fatigue syndrome	Disease	MONDO:0005404	Hyperactivation of the kynurenine pathway, which is the main catabolic route for tryptophan, whether compensatory or a driving mechanism of degeneration can limit the availability of NAD+ and exacerbate the symptoms of ME/CFS.	35656104	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	tricarboxylic acid (TCA)	Pathway	KEGG:hsa00020	CFS	Disease	MONDO:0005404	CFS patients exhibited significant differences in intermediate metabolite concentrations in the tricarboxylic acid (TCA) and urea cycles.	27725700	CustomDB
BioMedGPS::Biomarker::Metabolite:Disease	ornithine/citrulline	Metabolite	HMDB:HMDB0000214	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomDB
BioMedGPS::Biomarker::Metabolite:Disease	pyruvate/isocitrate	Metabolite	HMDB:HMDB0011111	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomDB
BioMedGPS::Biomarker::Metabolite:Disease	ornithine	Metabolite	HMDB:HMDB0000214	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomDB
BioMedGPS::Biomarker::Metabolite:Disease	pyruvate	Metabolite	HMDB:HMDB0011111	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	urea cycles	Pathway	KEGG:hsa00020	CFS	Disease	MONDO:0005404	CFS patients exhibited significant differences in intermediate metabolite concentrations in the tricarboxylic acid (TCA) and urea cycles.	27725700	CustomDB
GNBR::Md::Gene:Disease	interleukin 1-β	Gene	ENTREZ:3553	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1. In conclusion, cytokine profiling following exercise may help differentiate patients with ME/CFS from sedentary controls.	29426834	CustomDB
DRUGBANK::treats::Compound:Disease	B-cell depletion with rituximab	Compound	DrugBank:DB00073	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	Consistently, clinical trials from Norway have shown that B-cell depletion with rituximab results in clinical benefits in about half of ME/CFS patients.	29635081	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	immunoglobulin levels	BiologicalProcess	GO:0048305	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	Immune dysregulation in ME/CFS has been frequently described including changes in cytokine profiles and immunoglobulin levels, T- and B-cell phenotype and a decrease of natural killer cell cytotoxicity.	29635081	CustomDB
GNBR::Md::Gene:Disease	interferon-α	Gene	ENTREZ:3454	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1. In conclusion, cytokine profiling following exercise may help differentiate patients with ME/CFS from sedentary controls.	29426834	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	natural killer cell cytotoxicity	BiologicalProcess	GO:0002728	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	Immune dysregulation in ME/CFS has been frequently described including changes in cytokine profiles and immunoglobulin levels, T- and B-cell phenotype and a decrease of natural killer cell cytotoxicity.	29635081	CustomDB
BioMedGPS::AssociatedWith::Disease:BiologicalProcess	Chronic Fatigue Syndrome (CFS/ME)	Disease	MONDO:0005404	NK-cells	BiologicalProcess	GO:0039671	Transfecting primary NK cells with hsa-miR-99b or hsa-miR-330-3p, resulted in gene expression changes consistent with NK cell activation but diminished cytotoxicity, suggesting that defective NK cell function contributes to CFS/ME pathology.	26967895	CustomDB
BioMedGPS::E+::Disease:BiologicalProcess	CD4+iNKT	BiologicalProcess	GO:0045224	Chronic Fatigue Syndrome/Myalgic Encephalomyelitis (CFS/ME)	Disease	MONDO:0005404	CD4+iNKT percentage of iNKT, was significantly increased in the CFS/ME group compared with healthy controls and the double-negative iNKT percentage of iNKT significantly decreased compared with the healthy control group.	27001659	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	sphingolipid	Pathway	REACT:R-MMU-428157	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways. Eighty percent of the diagnostic metabolites were decreased, consistent with a hypometabolic syndrome. Pathway abnormalities included sphingolipid, phospholipid, purine, cholesterol, microbiome, pyrroline-5-carboxylate, riboflavin, branch chain amino acid, peroxisomal, and mitochondrial metabolism.	27573827	CustomDB
GNBR::Mp::Compound:Disease	TBARS	Compound	MESH:D017392	Myalgic encephalomyelitis chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	the LHS score was negatively correlated with the exercise-induced TBARS increase and positively correlated with CD26-expression while the pain component of SF-36 was negatively correlated with CD26-expression; (4) the TBARS increase and the M-wave decrease were the highest, and the CD26-expression level the lowest in patients who had been submitted to infectious stressors.	27580693	CustomDB
BioMedGPS::Biomarker::Metabolite:Disease	pyruvate	Metabolite	HMDB:HMDB0254610	Chronic fatigue syndrome (CFS)	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls, yielding area under the receiver operating characteristic curve values of 0.801 (95% confidential interval [CI]: 0.711-0.890, P < 0.0001) and 0.750 (95% CI: 0.584-0.916, P = 0.0069) for training (n = 93) and validation (n = 40) datasets, respectively.	27725700	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	CD8+ T cell	BiologicalProcess	GO:0036037	ME/CFS	Disease	MONDO:0005404	We found that ME/CFS CD8+ T cells had reduced mitochondrial membrane potential compared with those from healthy controls.	31830003	CustomDB
BioMedGPS::E-::Disease:Metabolite	cortisol	Metabolite	HMDB:HMDB0001547	chronic fatigue syndrome	Disease	MONDO:0005404	However, FM patients with a previous CFS diagnosis had lower systemic levels of IL-8, cortisol, oxytocin, and higher levels of adrenaline and serotonin than FM patients without diagnosed CFS.	37239159	CustomDB
BioMedGPS::E-::Disease:Metabolite	oxytocin	Metabolite	HMDB:HMDB0002865	chronic fatigue syndrome	Disease	MONDO:0005404	However, FM patients with a previous CFS diagnosis had lower systemic levels of IL-8, cortisol, oxytocin, and higher levels of adrenaline and serotonin than FM patients without diagnosed CFS.	37239159	CustomDB
BioMedGPS::E-::Disease:Metabolite	adrenaline	Metabolite	HMDB:HMDB0000068	chronic fatigue syndrome	Disease	MONDO:0005404	However, FM patients with a previous CFS diagnosis had lower systemic levels of IL-8, cortisol, oxytocin, and higher levels of adrenaline and serotonin than FM patients without diagnosed CFS.	37239159	CustomDB
BioMedGPS::E+::Disease:BiologicalProcess	anomalous clotting	BiologicalProcess	GO:0050817	ME/CFS	Disease	MONDO:0005404	Plenty of recently published studies are demonstrating significant platelet hyperactivity and endothelial dysfunction in ME/CFS, as well as anomalous clotting processes.	36963989	CustomDB
BioMedGPS::E+::Disease:BiologicalProcess	endothelial dysfunction	BiologicalProcess	GO:0042118	ME/CFS	Disease	MONDO:0005404	Plenty of recently published studies are demonstrating significant platelet hyperactivity and endothelial dysfunction in ME/CFS, as well as anomalous clotting processes.	36963989	CustomDB
BioMedGPS::E+::Disease:BiologicalProcess	platelet hyperactivity	BiologicalProcess	GO:0030168	ME/CFS	Disease	MONDO:0005404	Plenty of recently published studies are demonstrating significant platelet hyperactivity and endothelial dysfunction in ME/CFS, as well as anomalous clotting processes.	36963989	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	inflammatory responses	BiologicalProcess	GO:0006954	long COVID	Disease	MONDO:0100233	It is important to note that the roles of mitochondrial damage and inflammatory responses caused by SARS-CoV-2 in the development of long COVID are still being elucidated.	37175745	CustomDB
BioMedGPS::AssociatedWith::BiologicalProcess:Disease	oxidative toxicity	BiologicalProcess	GO:0006979	Long COVID	Disease	MONDO:0100233	In conclusion, the impact of acute COVID-19 on the symptoms of Long COVID is partly mediated by OSTOX/ANTIOX, especially lowered Gpx and zinc, increased MPO and NO production and lipid peroxidation-associated aldehyde formation.	36280755	CustomDB
BioMedGPS::E-::Disease:Metabolite	butyrate	Metabolite	HMDB:HMDB0039620	Myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	These revealed potential functional mechanisms underlying disease onset and duration, including reduced microbial butyrate biosynthesis and a reduction in plasma butyrate, bile acids, and benzoate.	36758521	CustomDB
BioMedGPS::E-::Disease:Metabolite	bile acids	Metabolite	HMDB:HMDB0029540	Myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	These revealed potential functional mechanisms underlying disease onset and duration, including reduced microbial butyrate biosynthesis and a reduction in plasma butyrate, bile acids, and benzoate.	36758521	CustomDB
BioMedGPS::Biomarker::Metabolite:Disease	tetrahydrobiopterin	Metabolite	HMDB:HMDB0000027	Myalgic encephalomyelitis or chronic fatigue syndrome	Disease	MONDO:0005404	These findings suggest that the regulation of BH4 metabolism could be a promising target for understanding the molecular mechanism of CFS and CFS with OI.	37240059	CustomDB
BioMedGPS::AssociatedWith::Metabolite:Disease	calcium	Metabolite	HMDB:HMDB0000464	myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	Many skeletal muscle diseases such as muscular dystrophy, myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS), and sarcopenia share the dysregulation of calcium (Ca2+) as a key mechanism of disease at a cellular level.	37177559	CustomDB
BioMedGPS::E-::Disease:Metabolite	benzoate	Metabolite	HMDB:HMDB0304270	Myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	These revealed potential functional mechanisms underlying disease onset and duration, including reduced microbial butyrate biosynthesis and a reduction in plasma butyrate, bile acids, and benzoate.	36758521	CustomDB
BioMedGPS::AssociatedWith::Metabolite:Disease	steroids	Metabolite	HMDB:HMDB0000145	ME/CFS	Disease	MONDO:0005404	Using a linear mixed effects model, pathway enrichment analysis, topology analysis, and correlations between urine and plasma metabolite levels, significant differences were discovered between controls and ME/CFS patients in many lipid (steroids, acyl carnitines and acyl glycines) and amino acid subpathways (cysteine, methionine, SAM, and taurine; leucine, isoleucine, and valine; polyamine; tryptophan; and urea cycle, arginine and proline).	36835097	CustomDB
BioMedGPS::AssociatedWith::Metabolite:Disease	acyl carnitines	Metabolite	HMDB:HMDB0006510	ME/CFS	Disease	MONDO:0005404	Using a linear mixed effects model, pathway enrichment analysis, topology analysis, and correlations between urine and plasma metabolite levels, significant differences were discovered between controls and ME/CFS patients in many lipid (steroids, acyl carnitines and acyl glycines) and amino acid subpathways (cysteine, methionine, SAM, and taurine; leucine, isoleucine, and valine; polyamine; tryptophan; and urea cycle, arginine and proline).	36835097	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	taurine	Pathway	KEGG:hsa00430	ME/CFS	Disease	MONDO:0005404	Using a linear mixed effects model, pathway enrichment analysis, topology analysis, and correlations between urine and plasma metabolite levels, significant differences were discovered between controls and ME/CFS patients in many lipid (steroids, acyl carnitines and acyl glycines) and amino acid subpathways (cysteine, methionine, SAM, and taurine; leucine, isoleucine, and valine; polyamine; tryptophan; and urea cycle, arginine and proline).	36835097	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	isoleucine	Pathway	WikiPathways:WP4686	ME/CFS	Disease	MONDO:0005404	Using a linear mixed effects model, pathway enrichment analysis, topology analysis, and correlations between urine and plasma metabolite levels, significant differences were discovered between controls and ME/CFS patients in many lipid (steroids, acyl carnitines and acyl glycines) and amino acid subpathways (cysteine, methionine, SAM, and taurine; leucine, isoleucine, and valine; polyamine; tryptophan; and urea cycle, arginine and proline).	36835097	CustomDB
BioMedGPS::AssociatedWith::Pathway:Disease	polyamine	Pathway	REACT:R-MMU-351202	ME/CFS	Disease	MONDO:0005404	Using a linear mixed effects model, pathway enrichment analysis, topology analysis, and correlations between urine and plasma metabolite levels, significant differences were discovered between controls and ME/CFS patients in many lipid (steroids, acyl carnitines and acyl glycines) and amino acid subpathways (cysteine, methionine, SAM, and taurine; leucine, isoleucine, and valine; polyamine; tryptophan; and urea cycle, arginine and proline).	36835097	CustomDB
